ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Urban,2,cat2,UPS (I-VIII),4,Government Aided,4,OBC,0,0,25,28,23,25,15,14,14,0,0,0,0,0,25,17,17,14,20,17,13,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272511,PURANDAR,Urban,2,cat2,UPS (I-VIII),4,Government Aided,4,OBC,0,0,15,29,19,21,25,24,25,0,0,0,0,0,14,21,0,19,12,17,12,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272514,Aundh,Urban,2,cat2,UPS (I-VIII),4,Government Aided,4,OBC,141,105,126,171,155,185,196,195,179,23,0,0,0,0,168,174,207,203,236,243,249,16,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,2,cat2,UPS (I-VIII),4,Government Aided,4,OBC,65,46,50,60,77,68,99,86,91,9,0,0,0,0,58,53,80,62,64,66,57,1,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,2,cat2,UPS (I-VIII),4,Government Aided,4,OBC,226,324,289,363,401,420,363,421,385,10,0,0,0,0,341,343,379,372,390,362,392,11,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272517,Hadpasar,Urban,2,cat2,UPS (I-VIII),4,Government Aided,4,OBC,152,114,113,147,147,138,136,121,121,0,0,0,0,0,102,136,129,140,102,105,104,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272518,Pune City,Urban,2,cat2,UPS (I-VIII),4,Government Aided,4,OBC,3,3,9,14,11,12,14,18,20,0,0,0,0,0,5,14,14,13,17,9,13,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272519,PIMPRI,Urban,2,cat2,UPS (I-VIII),4,Government Aided,4,OBC,185,194,215,242,245,250,259,282,240,0,0,0,0,0,212,210,238,264,207,261,262,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272520,AKURDI,Urban,2,cat2,UPS (I-VIII),4,Government Aided,4,OBC,193,210,397,403,452,431,481,476,424,18,0,0,0,0,332,358,406,374,393,403,410,5,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272503,BHOR,Urban,2,cat2,UPS (I-VIII),4,Government Aided,3,ST,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272501,AMBEGAON,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,0,0,2,6,0,1,1,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272502,BARAMATI,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,97,66,42,46,69,57,42,69,37,15,0,0,0,0,43,28,42,40,51,31,28,13,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272503,BHOR,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,22,27,14,14,11,9,8,7,7,0,0,0,0,0,9,11,7,14,4,7,7,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272504,DAUND,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,0,0,11,5,11,6,5,5,5,1,0,0,0,0,12,10,7,3,4,2,4,3,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,24,23,43,37,46,35,44,33,29,1,0,0,0,0,34,35,23,24,32,20,22,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,0,0,110,102,91,91,83,79,53,37,0,0,0,0,86,69,75,62,47,61,38,17,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,0,0,16,18,12,10,13,11,6,13,0,0,0,0,16,20,10,4,10,5,2,3,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272511,PURANDAR,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272512,SHIRUR,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,0,0,38,39,37,39,28,32,32,16,0,0,0,0,20,18,27,32,15,29,21,9,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272514,Aundh,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,532,476,412,420,447,442,446,418,439,74,0,0,0,0,308,346,313,340,276,335,282,44,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,262,280,280,278,282,233,287,248,279,61,0,0,0,0,273,247,242,242,227,241,205,51,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,411,313,560,484,496,513,438,431,462,80,0,0,0,0,432,398,362,338,340,274,278,74,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272517,Hadpasar,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,310,237,345,362,341,377,386,356,356,62,0,0,0,0,250,300,287,284,209,261,243,57,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272518,Pune City,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,67,49,39,49,62,58,56,52,59,3,0,0,0,0,87,85,82,64,64,56,52,17,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272519,PIMPRI,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,234,219,334,358,301,270,282,321,259,71,0,0,0,0,277,262,247,273,228,223,195,46,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272520,AKURDI,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,674,545,995,928,939,831,839,778,789,136,0,0,0,0,837,797,711,669,658,584,568,102,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Rural,2,cat2,UPS (I-VIII),8,Unrecognized,4,OBC,0,0,8,6,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Rural,2,cat2,UPS (I-VIII),8,Unrecognized,4,OBC,0,0,3,0,2,2,1,1,1,0,0,0,0,0,2,1,3,1,2,2,7,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Urban,2,cat2,UPS (I-VIII),8,Unrecognized,4,OBC,0,0,3,0,2,2,0,5,3,1,0,0,0,0,1,0,4,2,1,4,2,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,2,cat2,UPS (I-VIII),8,Unrecognized,4,OBC,0,0,3,5,2,7,7,4,2,5,0,0,0,0,6,1,4,3,3,3,1,1,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,2,cat2,UPS (I-VIII),8,Unrecognized,4,OBC,0,0,9,12,7,7,12,9,0,0,0,0,0,0,4,9,7,9,2,3,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272517,Hadpasar,Urban,2,cat2,UPS (I-VIII),8,Unrecognized,4,OBC,0,0,5,7,4,4,7,3,0,2,0,0,0,0,5,5,8,9,8,1,2,2,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272519,PIMPRI,Urban,2,cat2,UPS (I-VIII),8,Unrecognized,4,OBC,1,1,23,21,33,17,8,7,9,2,0,0,0,0,16,23,17,20,10,4,2,2,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272520,AKURDI,Urban,2,cat2,UPS (I-VIII),8,Unrecognized,4,OBC,0,0,17,8,6,8,5,3,5,4,0,0,0,0,4,7,6,3,3,3,2,1,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,2,cat2,UPS (I-VIII),90,Social welfare Department,4,OBC,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272517,Hadpasar,Urban,2,cat2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,4,OBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),4,OBC,0,0,0,0,0,0,0,5,9,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272510,MULSHI,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),4,OBC,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),4,OBC,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272502,BARAMATI,Urban,11,cat11,HSS (XI-XII),5,Private Unaided (Recognized),4,OBC,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,12,2
2019-20,27,Maharashtra,2725,PUNE,272501,AMBEGAON,Rural,3,cat3,HSS (I-XII),2,Tribal Welfare Department,1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272507,JUNNAR,Rural,3,cat3,HSS (I-XII),2,Tribal Welfare Department,1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Rural,3,cat3,HSS (I-XII),2,Tribal Welfare Department,1,General,0,0,0,1,0,1,0,2,5,3,5,2,0,1,0,1,0,1,0,6,2,2,2,2,0,1
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Urban,3,cat3,HSS (I-XII),3,Local body,1,General,0,0,0,0,0,0,37,29,47,63,92,52,12,18,0,0,0,0,53,61,69,81,101,95,51,52
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,3,cat3,HSS (I-XII),3,Local body,1,General,39,41,30,23,29,28,24,26,18,18,29,8,145,141,22,11,23,15,20,18,27,25,21,11,80,74
2019-20,27,Maharashtra,2725,PUNE,272518,Pune City,Urban,3,cat3,HSS (I-XII),3,Local body,1,General,0,0,0,0,0,0,11,26,26,80,98,88,0,0,0,0,0,0,15,23,27,89,168,133,76,55
2019-20,27,Maharashtra,2725,PUNE,272501,AMBEGAON,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,447,457,541,685,689,651,484,582,0,0,0,0,373,425,462,535,591,583,493,533
2019-20,27,Maharashtra,2725,PUNE,272502,BARAMATI,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,413,412,472,468,510,484,524,522,0,0,0,0,402,383,460,508,485,460,437,376
2019-20,27,Maharashtra,2725,PUNE,272503,BHOR,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,129,131,181,177,246,232,368,368,0,0,0,0,129,124,136,213,224,230,396,359
2019-20,27,Maharashtra,2725,PUNE,272504,DAUND,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,438,398,407,479,564,459,540,593,0,0,0,0,359,356,404,465,480,434,561,500
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,679,740,809,1023,1086,934,948,983,0,0,0,0,456,553,447,819,768,701,1021,996
2019-20,27,Maharashtra,2725,PUNE,272506,INDAPUR,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,352,424,387,469,524,545,520,621,0,0,0,0,292,325,302,327,392,390,456,440
2019-20,27,Maharashtra,2725,PUNE,272507,JUNNAR,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,355,394,375,498,534,432,781,754,0,0,0,1,319,315,381,416,406,453,773,812
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,309,346,409,492,516,476,284,258,0,0,0,0,242,315,334,466,471,421,267,270
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,236,235,270,345,367,306,227,255,0,0,0,0,187,221,269,360,350,369,268,258
2019-20,27,Maharashtra,2725,PUNE,272510,MULSHI,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,46,90,109,134,170,136,233,244,0,0,0,0,106,110,133,152,176,174,280,266
2019-20,27,Maharashtra,2725,PUNE,272511,PURANDAR,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,139,165,176,170,166,187,202,206,0,0,0,0,156,139,153,153,117,153,173,213
2019-20,27,Maharashtra,2725,PUNE,272512,SHIRUR,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,595,680,737,848,851,825,770,827,0,0,0,0,470,564,608,723,742,726,626,647
2019-20,27,Maharashtra,2725,PUNE,272513,VELHE,Rural,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,41,60,50,159,167,133,147,167,0,0,0,0,52,59,50,143,154,166,169,194
2019-20,27,Maharashtra,2725,PUNE,272502,BARAMATI,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,197,185,192,192,201,163,68,95,0,0,0,0,133,151,136,197,160,143,45,34
2019-20,27,Maharashtra,2725,PUNE,272503,BHOR,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,31,39,46,46,61,46,179,227,0,0,0,0,29,43,32,45,48,49,144,187
2019-20,27,Maharashtra,2725,PUNE,272504,DAUND,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,117,144,116,125,159,157,300,257,0,0,0,0,110,103,100,122,104,121,236,206
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,491,481,541,715,711,604,932,870,0,0,0,0,542,615,624,767,749,689,1364,1254
2019-20,27,Maharashtra,2725,PUNE,272506,INDAPUR,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,48,88,114,113,105,106,115,102,0,0,0,0,73,98,90,87,88,82,91,120
2019-20,27,Maharashtra,2725,PUNE,272507,JUNNAR,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,56,67,67,81,105,78,96,78,0,0,0,0,81,67,67,97,137,114,127,85
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,107,172,183,239,325,241,153,137,0,0,0,0,51,90,115,128,181,147,153,144
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,132,157,149,163,156,130,369,373,0,0,0,0,115,129,113,121,123,100,359,361
2019-20,27,Maharashtra,2725,PUNE,272511,PURANDAR,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,142,147,162,179,165,160,275,293,0,0,0,0,100,133,105,132,142,135,251,315
2019-20,27,Maharashtra,2725,PUNE,272512,SHIRUR,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,97,215,191,212,209,164,109,146,0,0,0,0,172,141,168,164,151,164,148,131
2019-20,27,Maharashtra,2725,PUNE,272514,Aundh,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,302,341,432,488,637,492,479,482,0,0,0,0,324,351,385,632,686,678,692,630
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,47,51,63,64,115,164,174,215,0,0,0,0,162,168,192,197,218,225,259,271
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,116,187,192,258,297,292,274,320,0,0,0,0,111,134,132,204,206,222,262,255
2019-20,27,Maharashtra,2725,PUNE,272517,Hadpasar,Urban,3,cat3,HSS (I-XII),4,Government Aided,1,General,0,0,0,0,0,0,433,520,527,744,887,623,558,535,0,0,0,0,535,520,548,760,754,709,690,623
